"","SubmissionDate","starttime","endtime","tl","note_1","note_2","intro","consent_text","consent","note_3","date_time","id","gender_q2_1","age_q2_2","vht_naba","long_VHT_q2_3","unit_q2_3vht","number_q2_3vht","started_VHT_q2_4","paid_q2_5vht","earn_q2_6vht","long_naba_q2_3","unit_q2_3naba","number_q2_3naba","started_naba_q2_4","paid_q2_5naba","earn_q2_6naba","hospital_q2_7","unit_q2_7","number_q2_7","hospital_q2_7b","unit_q2_7b","number_q2_7b","households_q2_8","visits_q2_9","note_3_1","violence_q3_1f","other_q3_1g","other_q3_1g_number","q3_2err","note_3_3","victim_q3_3a","perpetrator_q3_3b","victim_fam_q3_3c","perpetrator_fam_q3_3d","victim_friends_q3_3e","perpetrator_friends_q3_3f","neighbors_q3_3g","other_q3_3h","other_q3_3h_number","q3_3err","viol_unreported_q3_2","viol_unreported_q3_3b","viol_nomedic_q3_5","viol_nomedic_q3_5why","advice_q3_6","years_vill_q2_12","people_known_q2_13","intervene_q8_9","friends_fam_q16_3","note_q6_1","rounds_q6_1","machete_q6_2","killed_witch_q14_1","possible_kill_q14_1b","witchdoctor_q6_4","films_q17_1","other_attend_q17_2","note_thanks","instanceID","formdef_version","KEY","tc_id"
"108","May 19, 2016 6:29:21 PM","May 19, 2016 9:54:32 AM","May 19, 2016 10:31:21 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 9:58:00 AM","V314104",2,50,2,NA,NA,NA,NA,NA,NA,NA,2,5,"Voted by people",2,"Farmer, retail shop",NA,1,30,NA,1,50,NA,NA,NA,6,"0",0,NA,NA,2,0,0,0,3,0,1,"0",0,NA,NA,NA,1,"Men are drunkards","Ask her why is he beating her and then counsel",21,2,NA,NA,NA,2,"Run to the clinic,government hospitals are far",NA,NA,3,5,NA,NA,"uuid:8421cc20-8f95-4618-8081-97a5ccea885a",1605152102,"uuid:8421cc20-8f95-4618-8081-97a5ccea885a",21
"109","May 19, 2016 6:29:21 PM","May 19, 2016 10:42:23 AM","May 19, 2016 11:08:26 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:48:00 AM","V314101",1,30,1,NA,2,3,"He was voted by people",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,50,NA,2,1,200,"4 households every week",NA,2,"0",0,NA,NA,1,1,0,0,0,0,0,"0",0,NA,NA,NA,1,"Woman not respecting the husband","Should try to respect your husband in whatever circumstance",8,2,NA,NA,NA,2,"Take the victim to the village clinic",NA,NA,3,2,NA,NA,"uuid:05d173aa-a7d8-4b7f-a868-16abebf6f360",1605152102,"uuid:05d173aa-a7d8-4b7f-a868-16abebf6f360",21
"110","May 19, 2016 6:29:22 PM","May 19, 2016 11:29:32 AM","May 19, 2016 11:55:07 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:33:00 AM","V314102",2,18,1,NA,1,5,"Voted by DRC",2,"Nothing",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,50,"Once per month",NA,5,"0",0,NA,NA,4,0,0,0,0,1,0,"0",0,NA,NA,NA,1,"Men not supporting their women","I call them and I counsel them",14,2,NA,NA,NA,1,"Take the victim to the nearest government hospital",NA,NA,4,5,NA,NA,"uuid:8bb9a449-9614-4ccd-9122-11f961182733",1605152102,"uuid:8bb9a449-9614-4ccd-9122-11f961182733",21
"111","May 19, 2016 6:29:23 PM","May 19, 2016 1:04:54 PM","May 19, 2016 1:36:40 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 1:09:00 PM","V314107",1,22,1,NA,2,1,"Doctor voted him",1,"Farmer and a teacher",NA,NA,NA,NA,NA,NA,NA,1,45,NA,3,1,60,"Once in a month",NA,3,"Clean water and too far water points",200,NA,NA,1,1,0,0,1,0,0,"0",0,NA,NA,NA,1,"Poverty in the household and getting new partners","Bring her husband to counselling before divorce",14,2,NA,NA,NA,2,"I give you first aid and I take you to the government hospital",NA,NA,3,1,NA,NA,"uuid:1085ceb4-d15b-465a-b33f-545b12f00c69",1605152102,"uuid:1085ceb4-d15b-465a-b33f-545b12f00c69",21
"112","May 19, 2016 6:29:22 PM","May 19, 2016 12:13:34 PM","May 19, 2016 12:59:56 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:34:00 PM","V314108",1,27,1,NA,1,8,"Voted by people and hospital doctors",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,30,50,"3 times since the year begun",NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Man having two wives and not caring both equally","I first give him two solutions, first agree with your husband and then if it persists ,she can go to people responsible maybe police or LCs",27,2,NA,NA,NA,1,"Take the victim to the clinic",NA,NA,3,5,NA,NA,"uuid:79406e7e-1e2d-40c0-8f0f-25f6ed49a112",1605152102,"uuid:79406e7e-1e2d-40c0-8f0f-25f6ed49a112",21
"113","May 19, 2016 6:29:42 PM","May 19, 2016 11:21:21 AM","May 19, 2016 11:51:44 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:24:00 AM","V318101",2,71,2,NA,NA,NA,NA,NA,NA,NA,2,5,"The LC1 committee elected me",2,"Farming",NA,1,30,NA,1,40,NA,NA,NA,2,"0",0,NA,NA,1,1,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I first advice them to be in a meeting with me and I get both sides of the story",45,1,NA,NA,NA,1,"I first give him first aid and him to hospital",NA,NA,3,6,NA,NA,"uuid:da523e4b-fa99-4882-abbf-6788836f2603",1605152102,"uuid:da523e4b-fa99-4882-abbf-6788836f2603",41
"114","May 19, 2016 6:29:42 PM","May 19, 2016 12:15:20 PM","May 19, 2016 12:49:17 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:20:00 PM","V318102",2,52,1,NA,2,5,"The lc1 committee elected me",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,10,46,"Three times in a year",NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,",,0",0,NA,NA,NA,1,"So much poverty in women","I have to meet them both and advice them or if I can't then I advice her to go to authorities",25,1,NA,NA,NA,1,"I advice him to go to a near by nurse in my village",NA,NA,3,5,NA,NA,"uuid:5f8429dc-748f-4a1e-a2dd-1d15b9783017",1605152102,"uuid:5f8429dc-748f-4a1e-a2dd-1d15b9783017",41
"115","May 19, 2016 6:29:43 PM","May 19, 2016 1:23:44 PM","May 19, 2016 1:46:17 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 1:23:00 PM","V318103",1,37,1,NA,2,5,"Was elected by residents in my village",2,"Farmer and business man",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,20,66,"Three times a year",NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Sometimes the ladies are in the wrong and so proud to be taken in the hospital","I advice her to watch her manners in front of her husband",25,2,NA,NA,NA,1,"I give him the first aid then rush him to hospital",NA,NA,2,5,NA,NA,"uuid:e2751a01-dbe4-42d7-acdf-b10168cb81f3",1605152102,"uuid:e2751a01-dbe4-42d7-acdf-b10168cb81f3",41
"116","May 19, 2016 6:29:43 PM","May 19, 2016 2:38:12 PM","May 19, 2016 3:08:16 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 2:38:00 PM","V318104",1,60,1,NA,1,5,"I was chosen by the people of my village",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,6,25,"Three times in a year",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I first inquire why the husband beats her and I try canceling her",54,2,NA,NA,NA,1,"I wash the wound and tie a clean cloth around it and refer him to hospital",NA,NA,3,6,NA,NA,"uuid:1b163c4a-0ab0-47c0-9aba-afab4eecebf4",1605152102,"uuid:1b163c4a-0ab0-47c0-9aba-afab4eecebf4",41
"117","May 19, 2016 6:30:06 PM","May 19, 2016 10:37:47 AM","May 19, 2016 11:08:55 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:37:00 AM","V312202",1,64,1,NA,2,24,"Trained first as community health worker the trainer of trainers",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,10,300,"Once in three months",NA,50,"None",0,NA,NA,20,5,3,2,6,8,6,"None",0,NA,NA,NA,1,"Fear for shame at the hospital","Counsel her then request her to talk to their closest family elders for reconciliation",41,2,NA,NA,NA,2,"Hospital for medical assistance",NA,NA,3,6,NA,NA,"uuid:4cd32217-8898-4ac1-891d-74c5f5f23d61",1605152102,"uuid:4cd32217-8898-4ac1-891d-74c5f5f23d61",38
"118","May 19, 2016 6:30:05 PM","May 19, 2016 10:09:09 AM","May 19, 2016 10:30:00 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:09:00 AM","V312201",1,53,1,NA,2,12,"Elected at subcounty then was later trained",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,30,64,"Once a week",NA,20,"None",0,NA,NA,20,0,0,0,0,0,0,"None",0,NA,NA,NA,2,NA,"Call for counselling",53,2,NA,NA,NA,1,"Hospitals for medical attention",NA,NA,3,6,NA,NA,"uuid:7df840cb-51a7-4be5-9de3-dc40caff114d",1605152102,"uuid:7df840cb-51a7-4be5-9de3-dc40caff114d",38
"119","May 19, 2016 6:30:07 PM","May 19, 2016 11:15:24 AM","May 19, 2016 11:43:18 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:20:00 AM","V312203",2,29,1,NA,2,10,"First worked at the hospital then was elected by chairperson",2,"Serves at the hospital with ART patients, farmer",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,30,200,"Once a month",NA,5,"None",0,NA,NA,5,0,0,0,0,0,0,"None",0,NA,NA,NA,2,NA,"Talk to the couple",15,3,NA,NA,NA,1,"Hospital medical assistance",NA,NA,3,6,NA,NA,"uuid:24d5497c-3476-4045-b41d-c6f490e43348",1605152102,"uuid:24d5497c-3476-4045-b41d-c6f490e43348",38
"120","May 19, 2016 6:30:08 PM","May 19, 2016 12:18:56 PM","May 19, 2016 12:45:36 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:19:00 PM","V312205",1,49,1,NA,2,7,"Trained at home pack project as volunteers then retained as VHTs",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,150,NA,1,90,50,"Twice a month",NA,15,"None",0,NA,NA,5,4,0,0,0,0,6,"None",0,NA,NA,NA,2,NA,"Visits the household for counseling",49,2,NA,NA,NA,1,"Hospital medical assistance",NA,NA,3,6,NA,NA,"uuid:88389930-ed65-48c9-81da-5f1baf84a4cd",1605152102,"uuid:88389930-ed65-48c9-81da-5f1baf84a4cd",38
"121","May 19, 2016 6:30:08 PM","May 19, 2016 11:45:21 AM","May 19, 2016 12:08:09 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:45:00 AM","V312204",2,40,2,NA,NA,NA,NA,NA,NA,NA,2,16,"First as youth chairperson then  Later selected as nabakyala",2,"Farmer, charcoal business",NA,2,45,NA,1,30,NA,NA,NA,30,"None",0,NA,NA,20,5,0,0,3,2,0,"None",0,NA,NA,NA,1,"Poverty and negligence by husbands","Talks to the couple to ascertain the route cause ",38,2,NA,NA,NA,1,"Hospital for medical attention",NA,NA,3,6,NA,NA,"uuid:c1468416-a341-4f35-91f2-10d3fe9b0dc9",1605152102,"uuid:c1468416-a341-4f35-91f2-10d3fe9b0dc9",38
"122","May 19, 2016 6:30:09 PM","May 19, 2016 9:18:55 AM","May 19, 2016 9:52:12 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 9:19:00 AM","V314201",1,32,1,NA,2,10,"The chairman lc1 selected his name and he was taken for training",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,30,79,"Four times a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,"Fear to ask money from the husband because she was ashemed after cheating on her husband ","He calls the couple and advises accordingly",32,2,NA,NA,NA,1,"He/she goes to the hospital",NA,NA,3,5,NA,NA,"uuid:b342754c-001c-4a15-82d5-c1adc22decca",1605152102,"uuid:b342754c-001c-4a15-82d5-c1adc22decca",28
"123","May 19, 2016 6:30:10 PM","May 19, 2016 10:01:02 AM","May 19, 2016 10:23:53 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:01:00 AM","V314208",2,36,1,NA,2,10,"The community sat and selected her to go for training",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,50,10,"Once a months",NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Some fear to make their husbands imprisoned","She may ask her why the husband is beating and advise her to avoid the causes of trouble",11,2,NA,NA,NA,1,"First put the local herb to stop bleeding and he is taken to the hospital",NA,NA,3,6,NA,NA,"uuid:b6eacce3-715d-478c-9042-c289e6c6dd87",1605152102,"uuid:b6eacce3-715d-478c-9042-c289e6c6dd87",28
"124","May 19, 2016 6:30:10 PM","May 19, 2016 10:31:48 AM","May 19, 2016 10:52:02 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 10:32:00 AM","V314202",1,25,1,NA,2,2,"The chairman selected him and he went for training",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,40,170,"Four times a month",NA,5,"0",0,NA,NA,2,2,1,0,0,0,0,"0",0,NA,NA,NA,2,NA,"He calls both of them and counsel them",4,3,NA,NA,NA,1,"The vht ties the wound with a plasta",NA,NA,NA,5,NA,NA,"uuid:57b28f19-3df6-4831-b7db-7e747ad5a7ca",1605152102,"uuid:57b28f19-3df6-4831-b7db-7e747ad5a7ca",28
"125","May 19, 2016 6:30:11 PM","May 19, 2016 11:01:59 AM","May 19, 2016 11:17:35 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:02:00 AM","V314207",2,19,1,NA,2,1,"The vht co-ordinater selected her and she went for training",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,103,"Four times a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I direct her to the elders to settle her issues",2,3,NA,NA,NA,1,"He/she should go in the health centre",NA,NA,3,6,NA,NA,"uuid:dd226718-5889-4eaa-81dc-ba552e25182a",1605152102,"uuid:dd226718-5889-4eaa-81dc-ba552e25182a",28
"126","May 19, 2016 6:30:11 PM","May 19, 2016 11:27:46 AM","May 19, 2016 11:52:02 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:28:00 AM","V314203",2,48,2,NA,NA,NA,NA,NA,NA,NA,2,10,"She was elected by people",2,"Farmer and she has sewing machine",NA,2,1,NA,2,2,NA,NA,NA,6,"0",0,NA,NA,6,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"She calls both the husband and wife and they settle the issue",25,2,NA,NA,NA,1,"I would advise him to go for medical treatment",NA,NA,3,5,NA,NA,"uuid:46c9f8da-7cd8-4768-9ff9-9c73569442bc",1605152102,"uuid:46c9f8da-7cd8-4768-9ff9-9c73569442bc",28
"127","May 19, 2016 6:30:25 PM","May 19, 2016 11:17:39 AM","May 19, 2016 11:52:35 AM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 11:18:00 AM","V316101",2,44,1,NA,2,14,"We were selected by the chairman",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,3,96,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"Because of poverty","Ask her the reason why they are fighting then advise accordingly",15,2,NA,NA,NA,1,"They go to health center",NA,NA,NA,5,NA,NA,"uuid:4933a1c1-507e-4f2d-afd5-384a4a1e7194",1605152102,"uuid:4933a1c1-507e-4f2d-afd5-384a4a1e7194",22
"128","May 19, 2016 6:30:25 PM","May 19, 2016 12:20:04 PM","May 19, 2016 12:53:16 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 12:20:00 PM","V316102",2,42,1,NA,2,10,"We were selected by the chairman and the people",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,40,NA,2,1,68,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"Because men are too drunk","L send her to the nabakyala",42,2,NA,NA,NA,1,"L send them to the health center",NA,NA,2,5,NA,NA,"uuid:c7fbe0e1-4b1b-4a83-8f3e-0802acf62ccd",1605152102,"uuid:c7fbe0e1-4b1b-4a83-8f3e-0802acf62ccd",22
"129","May 19, 2016 6:30:26 PM","May 19, 2016 1:15:04 PM","May 19, 2016 1:37:52 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 1:15:00 PM","V316103",1,38,1,NA,2,8,"L was elected by my people",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,4,38,"Once a month",NA,4,"O",0,NA,NA,2,0,0,1,0,0,1,"O",0,NA,NA,NA,1,"Mainly when a man never listens to his wife","I get to know what the woman intends to do then talk to the man also",38,2,NA,NA,NA,1,"He or she goes to the health center",NA,NA,3,5,NA,NA,"uuid:5eaee788-afc4-4603-8bb3-f246217fbc37",1605152102,"uuid:5eaee788-afc4-4603-8bb3-f246217fbc37",22
"130","May 19, 2016 6:30:26 PM","May 19, 2016 2:01:13 PM","May 19, 2016 2:19:52 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 2:01:00 PM","V316104",1,47,1,NA,2,2,"L was elected",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,3,50,"Once a month",NA,0,"O",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I tell her to bring her husband and we talk things out",12,2,NA,NA,NA,2,"He or she goes to the health center",NA,NA,NA,6,NA,NA,"uuid:c1553546-9e0b-40f4-b1a2-cb14eddb2955",1605152102,"uuid:c1553546-9e0b-40f4-b1a2-cb14eddb2955",22
"131","May 19, 2016 6:30:26 PM","May 19, 2016 2:26:55 PM","May 19, 2016 2:50:31 PM",NA,NA,NA,NA,NA,1,NA,"May 19, 2016 2:27:00 PM","V316106",2,38,2,NA,NA,NA,NA,NA,NA,NA,2,5,"  L was elected by my people",2,"Farmer",NA,2,2,NA,2,3,NA,NA,NA,1,"O",0,NA,NA,1,0,0,0,0,0,0,"O",0,NA,NA,NA,2,NA,"L ask her what the reason was in case its beyond my reach l send them to the chairman",20,1,NA,NA,NA,1,"They go to the health center",NA,NA,NA,6,NA,NA,"uuid:c9730815-9be5-4d10-b0e1-91af379adf67",1605152102,"uuid:c9730815-9be5-4d10-b0e1-91af379adf67",22
"132","May 20, 2016 8:14:07 PM","May 20, 2016 9:43:12 AM","May 20, 2016 10:15:38 AM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 9:46:00 AM","V213407",2,36,1,NA,2,7,"Village people voted her",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,30,60,"5 times since the year begun",NA,10,"0",0,NA,NA,2,2,3,0,1,0,2,"0",0,NA,NA,NA,1,"Poverty in family","I first ask her why,then I talk to the husband and I counsel them",11,3,NA,NA,NA,2,"Run to the government hospital or clinic",NA,NA,3,5,NA,NA,"uuid:04172013-765a-4809-85eb-2f3788408004",1605152102,"uuid:04172013-765a-4809-85eb-2f3788408004",12
"133","May 20, 2016 8:14:08 PM","May 20, 2016 10:23:28 AM","May 20, 2016 10:45:49 AM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 10:25:00 AM","V213408",2,56,1,NA,2,10,"Doctors voted her",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,15,NA,2,1,50,"3 times since the year begun",NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Sometimes men are drunkards even women are quarrelsome","Ask her why and then even I call the husband and then I counsel them",36,2,NA,NA,NA,2,"Victim may go to government hospital",NA,NA,3,5,NA,NA,"uuid:5cdd84cf-0462-4e88-8137-b97a3f552bca",1605152102,"uuid:5cdd84cf-0462-4e88-8137-b97a3f552bca",12
"134","May 20, 2016 8:14:09 PM","May 20, 2016 11:28:33 AM","May 20, 2016 11:55:44 AM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 11:31:00 AM","V213403",2,41,1,NA,2,10,"Chairman voted her",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,30,180,"5 times since the year begun",NA,16,"0",0,NA,NA,5,2,1,0,2,1,5,"0",0,NA,NA,NA,1,"Men don't have one woman their have more than one","Counselling them after even seeing the husband",13,3,NA,NA,NA,2,"Victim goes to the government hospital nearby ",NA,NA,3,5,NA,NA,"uuid:c10da0b8-63f0-425d-8dc1-dd5aa5c64c21",1605152102,"uuid:c10da0b8-63f0-425d-8dc1-dd5aa5c64c21",12
"135","May 20, 2016 8:14:08 PM","May 20, 2016 10:51:03 AM","May 20, 2016 11:18:54 AM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 11:03:00 AM","V213402",2,49,2,NA,NA,NA,NA,NA,NA,NA,2,2,"Voted by people",2,"Farmer",NA,1,3,NA,1,40,NA,NA,NA,20,"0",0,NA,NA,15,0,2,0,0,0,3,"0",0,NA,NA,NA,1,"Men having two wives or more","Make them sit together and counsel them",13,2,NA,NA,NA,2,"Visit the nearby clinic",NA,NA,3,5,NA,NA,"uuid:a8115d08-60ca-41da-b9cc-5a2fc4237d74",1605152102,"uuid:a8115d08-60ca-41da-b9cc-5a2fc4237d74",12
"136","May 20, 2016 8:14:09 PM","May 20, 2016 12:01:57 PM","May 20, 2016 12:28:28 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 12:03:00 PM","V213404",2,38,1,NA,2,2,"Voted by the doctors and village people",2,"Farmer ",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,30,18,"2  times per month",NA,2,"0",0,NA,NA,1,0,0,0,0,1,0,"0",0,NA,NA,NA,1,"Men don't want to take care of their families","Ask her why, then I counsel them",3,3,NA,NA,NA,2,"Take the victim to the government hospital nearby",NA,NA,3,5,NA,NA,"uuid:f1492baf-6c2f-4d2b-b609-fb294ffdb77c",1605152102,"uuid:f1492baf-6c2f-4d2b-b609-fb294ffdb77c",12
"137","May 20, 2016 8:14:43 PM","May 20, 2016 9:39:35 AM","May 20, 2016 7:18:00 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 9:40:00 AM","V211207",2,48,2,NA,NA,NA,NA,NA,NA,NA,2,5,"Trusted by the people then she was elected",2,"Farming and raring",NA,1,5,NA,1,40,NA,NA,NA,30,"Development",30,NA,NA,25,5,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Settle her down and through the issue",22,2,NA,NA,NA,1,"Goes the clinic",NA,NA,3,3,NA,NA,"uuid:78d8d568-1ce0-4303-8a24-be6104615ef2",1605152102,"uuid:78d8d568-1ce0-4303-8a24-be6104615ef2",10
"138","May 20, 2016 8:14:44 PM","May 20, 2016 10:09:05 AM","May 20, 2016 7:14:21 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 10:11:00 AM","V211206",1,39,1,NA,2,15,"Begun has youth peer educator then later chosen has a VHT",2,"Raring and farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,30,30,"Once every month",NA,0,"Child neglect,due to failure to provide fees",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Tell the woman  to meet the friend of the husband and meet him and advise him",21,NA,NA,NA,NA,1,"Use of herbs and then goes to the clinic",NA,NA,2,3,NA,NA,"uuid:1ed97012-89b7-4c35-b175-6bae5f4aba6c",1605152102,"uuid:1ed97012-89b7-4c35-b175-6bae5f4aba6c",10
"139","May 20, 2016 8:14:46 PM","May 20, 2016 10:36:40 AM","May 20, 2016 7:14:39 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 10:37:00 AM","V211204",2,67,1,NA,2,16,"Was elected",2,"Sells mats",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,20,45,"Do not visit",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Ask for the reason why she was beaten",44,2,NA,NA,NA,2,"Goes to the clinic",NA,NA,3,6,NA,NA,"uuid:8fae0553-8c03-49da-b43e-9c6b95d768bc",1605152102,"uuid:8fae0553-8c03-49da-b43e-9c6b95d768bc",10
"140","May 20, 2016 8:14:48 PM","May 20, 2016 11:04:04 AM","May 20, 2016 7:14:55 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 11:04:00 AM","V211208",1,42,1,NA,2,8,"Was seen has competent band elected by chairperson",2,"Farming and business",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,30,40,"Once a month",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Get the cause for the act and then find the solution",16,2,NA,NA,NA,1,"Goes to clinic",NA,NA,3,6,NA,NA,"uuid:2d021671-1d8f-4429-a284-15adb6a9199f",1605152102,"uuid:2d021671-1d8f-4429-a284-15adb6a9199f",10
"141","May 20, 2016 8:14:49 PM","May 20, 2016 1:06:49 PM","May 20, 2016 7:15:09 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 1:08:00 PM","V211205",1,62,1,NA,2,7,"Was elected",2,"Farming",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,30,20,"Does not go there at all due to lack of motivational factors",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"Ask them to be together, by coming conclusion",62,1,NA,NA,NA,2,"Use of local herbs",NA,NA,3,5,NA,NA,"uuid:a897661a-44d8-4051-b7d6-1bedf3d1c70c",1605152102,"uuid:a897661a-44d8-4051-b7d6-1bedf3d1c70c",10
"142","May 20, 2016 8:14:51 PM","May 20, 2016 2:14:05 PM","May 20, 2016 7:15:36 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 2:14:00 PM","V211202",2,67,1,NA,2,22,"Was a nabakyala in the LC1,,then where trained by the AMREF organization to become VHT's",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,20,"Visited once a week but since the beggining of this year has visited few homes. But once in a week",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,"First get the cause of the promblem and then get the solution",46,2,NA,NA,NA,2,"Hold the wound to avoid the over flow of blood and then run to the clinic",NA,NA,3,6,NA,NA,"uuid:95eb5fe8-7e94-49ae-ae37-20c127e6d1d4",1605152102,"uuid:95eb5fe8-7e94-49ae-ae37-20c127e6d1d4",10
"143","May 20, 2016 8:15:13 PM","May 20, 2016 1:03:46 PM","May 20, 2016 1:27:54 PM",NA,NA,NA,NA,NA,1,NA,"May 20, 2016 1:05:00 PM","V313207",2,30,1,NA,1,5,"Elected by people in the village",2,"Operates a restaurant",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,100,"Whenever there's a program",NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"Its because men do not care about their wives","She would counsil the couple",5,2,NA,NA,NA,1,"She would take the person to a nearby clinic immediately",NA,NA,3,5,NA,NA,"uuid:99a18647-f36e-4f5e-a1a3-d889232398f8",1605152102,"uuid:99a18647-f36e-4f5e-a1a3-d889232398f8",37
