type,name,label:english,label:luganda,hint:english,hint:luganda,calculation,repeat_count,appearance,constraint,constraint message,relevance,required,choice_filter,required message,read only,media:image,media:audio,media:video,default,disabled,note,response_note,publishable
select_one q15_2_2,qualities_son_q15_2_2,15.2) Which is the least most important? ,15.2) Kiliwa ekisembaayo okuba ekyomugaso?,,,,,,,,${randomdraw11} <= 0.5,yes,filter != ${qualities_son_q15_2_1},"Sorry, this response is required.",,,,,,,,,
select_one q15_3_2,move_son_q15_3,15.3) Now imagine that one of your sons had the choice to move to Kampala for a good job or to stay here. Would you prefer for him to move to Kampala or to stay here so that you can see him more often? ,"15.3) Kati kuba akafananyi nti omu ku batabanibo alina okusalawo oba agenda e'kampala okufuna omulimo omulungi, oba okusigala wano. Wandyagadde agende e kampala, oba wandiyagadde asigale wano womulabako? ",,,,,,,,${randomdraw11} <= 0.5,yes,,"Sorry, this response is required.",,,,,,,,,
note,note15_1daughter,"Now, we would like to know about what you would want for your daughter. If you do not have at least one daughter, try to imagine what you would want if you had a daughter.","Kati, twandyagadde okumanya byewandyagaliza muwala wo. Bwoba tolina wakili omuwala omu, gezaako okwefumitiriza kyewandyagaliza muwalawoi singa obadde naye",,,,,,,,${randomdraw11} > 0.5,,,,,,,,,,,,
select_one q15_1,succesfull_daughter_q15_1,"15.1) If you had to choose between the two, would you prefer that your daughter learn to be compassionate and help those in need or that they become successful in life and make a lot of money?","15.1) Bwoba olina okulondawo ku bibiri, wandilonzewo nti muwalawo ayiga okubeera owekisa era nga'yamba abali mu bwetaavu, oba nti afuuke omuwanguzi mu bulamu, akoole sente nnyingi nnyo.",,,,,,,,${randomdraw11} > 0.5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q15_2_2,qualities_daughter_q15_2_1,15.2) Here is a list of qualities that children can be encouraged to learn at home. Which would you consider most important for your own children to have? ,15.2) Wano waliwo olukalala lwebintu abaana byebasobola okukubirizibwa okuyiga ewaka. Kiliwa kyewandilonzewo ekisinga abaana bo kyebandibadde nakyo?,,,,,,,,${randomdraw11} > 0.5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q15_2_2,qualities_daughter_q15_2_2,15.2) Which is the least important? ,15.2) Kiliwa ekisembaayo okuba ekyomugaso?,,,,,,,,${randomdraw11} > 0.5,yes,filter != ${qualities_daughter_q15_2_1},"Sorry, this response is required.",,,,,,,,,
select_one q15_3_2,move_daughter_q15_3,15.3) Now imagine that one of your daughters had the choice to move to Kampala for a good job or to stay here. Would you prefer for her to move to Kampala or to stay here so that you can see her more often?,15.3) Kati kuba akafananyi nti omu ku'batabanibo yalina omukisa okugenda e'kampala okufuna omulimo omulungi oba okusigala wano. Wandimulodeddewo okugenda e kampala oba okusigala wano osobole okuba ngomulabako emirundi mingi?,,,,,,,,${randomdraw11} > 0.5,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_15,,,,,,,,,,,,,,,,,,,,,,
begin group,section_16,,,,,,,,,,,,,,,,,,,,,,
calculate_here,time_16,,,,,"once(format-date-time(now(), '%Y-%b-%e %H:%M:%S'))",,,,,,,,,,,,,,,,,
note,note16_1,"Now I would like to talk about instances of assault that may have recently occurred in your community. Assault can take many forms. Assault can take many forms such as pushing, punching, bashing and hurting someone with a weapon. When a person forces another person to perform sexual acts that they don't want to do, this is also assault.","Kati nandyagadde okwogera ku bikwata ku'kulwaana okuyinza okuba nga kwaliwo jebuvuddeko mu kitundu kyo. Okulwana kuyinza okuba kwa ngeri nnyingi, okugeza nga'okusindika, okkuba ebikoonde, no'kulumya omulala ne'kissii.  Omuntu omulala bwakaka omulala okukola ebyo'mukwano ye'byatayagala, kuno nakwo kulwaana.",,,,,,,,,,,,,,,,,,,,
note,note16_1_2,Let's talk now about any instances of assault in which someone was badly hurt or beaten in your community.,"Katwogere kati kubikwata kwebyo ebyaliwo nga mulimu obutemu, omwali omuntu eokukubwa obubi ennyo oba okulumizibwa mu kitundu kyo",,,,,,,,,,,,,,,,,,,,
integer,beaten_comm_q16_1,"16.1) As far as you know, roughly how many times has someone been badly hurt or beaten in your community since last September? Just give your best guess.","16.1) Nga bwomanyi, okutwaliza awamu mirundi emeka omuntu yenna gyalumiziddwa oba okukubwa obubi ennyo okuva mu gwomwenda? Tuwe kyomanyi ekisinga",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
integer,woman_beaten_q16_1b,"16.1b) Of those incidents, how many of them involved a woman being beaten?","16.1b) Ekimu kwebyo ebyaliwo, bimeka kubyo ebyalimu omukazi nga yakubwa?",,,,,,. <= ${beaten_comm_q16_1},,${beaten_comm_q16_1}>0,yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q16_1c,report_q16_1c,"16.1c) As far as you know, were the Nabakyaala, the LC1, or the police told about any of those incidents in which a woman was beaten? Check all that apply. ","16.1c) Nga bwomanyi, nabakyala, ssentebe we LC1, oba poliisi bategeezebwako ku bintu bino omukazi mweyakubibwa? Check all that apply",,,,,,,,${woman_beaten_q16_1b}>0,yes,,"Sorry, this response is required.",,,,,,,,,
note,q16_1err,"ENUMERATOR: Sorry you can not select "None", "Don’t know" or "Refuse to answer" and anything else.""NUMERATOR: Sorry you can not select "None", "Don’t know" or ""UMERATOR: Sorry you can","ENUMERATOR: Sorry you can not select "None", "Don’t know" or "Refuse to answer" and anything else.""NUMERATOR: Sorry you can not select "None", "Don’t know" or ""UMERATOR: Sorry you can",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${report_q16_1c}, '999') or selected(${report_q16_1c}, '888') or selected(${report_q16_1c}, '4')) and count-selected(${report_q16_1c}) >1",yes,,,,,,,,,,,
text,report_q16_1c_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,"selected(${report_q16_1c}, '5')",yes,,"Sorry, this response is required.",,,,,,,,,
note,note16_2,"In many of the villages we have visited, husbands sometimes beat their wives.","Mu byalo bingi byetukyalidde, abaami ebiseera ebimu bakuba bakazi babwe.",,,,,,,,,,,,,,,,,,,,
select_one yesno,once_week_q16_2,"16.2) Thinking back over the past two months, would you say that this happened more than about once a week in your community?","16.2) Ng'olowooza kubyaliwo emabega emyezi ng'ebiri, wandigambye nti kino kyaliwo okusinga ku mulundi ogumu mu sabbiiti mu kitundu kyo?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_2b,once_week_q16_2b,"16.2b) Did it happen just about once a week, or almost every day?","16.2b) Kyaliwo omulundi gumu mu ssabiiti, oba kumpi buli lunaku?",,,,,,,,${once_week_q16_2}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_2b_2,once_month_q16_2b,"16.2b) Did it happen about once a month, less than once a month, or almost never?","16.2b) Kyaliwo wakili omulundi gumu omwezi, tegwawera mulundi gumu omwezi,oba kumpi tewali?",,,,,,,,${once_week_q16_2}=2,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_3_2,friends_fam_q16_3,"16.3) Suppose a man beats his wife almost every evening. Some people think that if friends and family take action, they can stop the violence. Others believe that meddling in the couple’s affairs won’t help because things will eventually go back to how they were. Which comes closest to your view?","16.3) Fumitiriza nti omusajja akuba mukyaala we kumpi buli lwaggulo. Abantu abamu balowooza nti singa abemikwano nabomumaka babaako kyebakola, basobola okukomya obutabanguko buno, Abalala balowooza nti okweyingiza mu nsonga z'abagalana tekiyinza kuyamba kubanga ebintu mangu ddala bijja kuddayo nga bwebyali. ki ekijjila amangu ku ndowooza yo?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_16,,,,,,,,,,,,,,,,,,,,,,
begin group,section_17,,,,,,,,,,,,,,,,,,,,,,
note,note17,Thank you very much for answering all our questions so far. We are now coming to the final part of our interview. This part will be very quick: I will just ask you some questions about the things you own.,Neyanziza nyo olwokudamu ebibuzo byaffe.Kati tutuse ku kitundu ekisembayo ekyebibuzo.kino ekitundu kigenda kuduka nyo:Ngenda kubuzako ebikwata kubintu byolinako obwananyini.,,,,,,,,,,,,,,,,,,,,
note,note17_1,ENUMERATOR: Please fill in the answers for any questions that you can answer through direct observation.,ENUMERATOR: Please fill in the answers for any questions that you can answer through direct observation.,,,,,,,,,,,,,,,,,,,,
select_one q16_1,dwelling_q16_1,17.1) What type of dwelling does your household live in?,17.1) Nyumba yakikula ki abomumaka go mwebabera?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q16_1_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${dwelling_q16_1}=4,yes,,"Sorry, this response is required.",,,,,,,,,
note,note17_2,"ENUMERATOR: If the answer to the previous question is “Several huts/houses used by the same household”, please note that the following questions are about the main house your household lives in.","ENUMERATOR: If the answer to the previous question is “Several huts/houses used by the same household”, please note that the following questions are about the main house your household lives in.",,,,,,,,,,,,,,,,,,,,
integer,rooms_q16_2,"17.2) How many rooms does the house have? (Including sitting rooms, dining room and bedroom)","17.2) Bisenge bimeka ebiri munju? (Gatako ediiro,webalira, ne’bisenge)",ENUMERATOR: Only consider the rooms used by the responent's household.,ENUMERATOR: Only consider the rooms used by the responent's household.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_5,walls_q16_5,17.3) What is the main construction material of the walls?,17.3) Ki kyemwasinga okuzimbisa ebisenge?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q16_5_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${walls_q16_5}=11,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_6,floor_q16_6,17.4) What is the main construction material of the floor?,17.4) Ki kyemwasinga okozesa okuzimba wansi?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q16_6_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${floor_q16_6}=9,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_7,light_q16_7,17.5) What is the main source of lighting?,17.5) Ki kyemusinga okozesa mukumulisa?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q16_7_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${light_q16_7}=11,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q16_8,fuel_q16_8,17.6) What is the main source of cooking fuel?,17.6) Ki kyemusinga okufumbisa?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q16_8_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${fuel_q16_8}=9,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_17,,,,,,,,,,,,,,,,,,,,,,
begin group,section_18,,,,,,,,,,,,,,,,,,,,,,
calculate_here,time_18,,,,,"once(format-date-time(now(), '%Y-%b-%e %H:%M:%S'))",,,,,,,,,,,,,,,,,
begin group,gr18_1,,,,,,,field-list,,,,,,,,,,,,,,,
note,note18_1,Please tell me whether you own any of the following items.,Nsaba ombulire oba olina kimu kubino wamanga.,ENUMERATOR: Ask the respondent whether she/he owns each of the listed items. Do not make assumptions.,ENUMERATOR: Ask the respondent whether she/he owns each of the listed items. Do not make assumptions.,,,,,,,,,,,,,,,,,,
select_one yesno,radio_q17_1,18.1) Radio(s) ,18.1) Ladiyo,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr18_1,,,,,,,,,,,,,,,,,,,,,,
select_one yesno,tv_q17_2,18.2) TV set(s),18.2) TV,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,cellphone_q17_5,18.3) Cell phone(s)   ,18.3) Esimu yo’mungalo ,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,cellpone_internet_q17_5a,a) Does it connect to the internet and/or Facebook? ,a) Egenda kumutimbagano oba ku faceboook? ,,,,,,,,${cellphone_q17_5}=1,yes,,"Sorry, this response is required.",,,,,,,,,
integer,cellphone_battery_q17_5b,b) How long does the battery last? (Indicate the duration),b) Elyanda liwangala kyenkanawa? (Indicate the duration),,,,,,,,${cellphone_q17_5}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q17_5b_units,cellphone_unit_q17_5b_units,ENUMERATOR: Indicate the unit,ENUMERATOR: Indicate the unit,,,,,,,,${cellphone_q17_5}=1 and ${cellphone_battery_q17_5b} != 888 and ${cellphone_battery_q17_5b} != 999,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,chair_q17_7,18.4) Chair(s),18.4) Entebe ,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,sofa_q17_8,18.5) Sofa set(s) ,18.5) Entebbe ya sofa ,ENUMERATOR: Please consider also benches.,ENUMERATOR: Please consider also benches.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,motor_cycle_q17_15,18.6) Motor cycle(s) ,18.6) Pikipiki ,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_18,,,,,,,,,,,,,,,,,,,,,,
begin group,section_19,,,,,,,,,,,,,,,,,,,,,,
calculate_here,time_19,,,,,"once(format-date-time(now(), '%Y-%b-%e %H:%M:%S'))",,,,,,,,,,,,,,,,,
select_one q18_1,films_q17_1,"19.1) Recently, a series of six free films (Pirates of the Caribbean, Slumdog Millionaire, Spy, Fast and Furious, Creed, Oz The Great And Powerful) were screened in the kibanda in your trading center. Have you heard about the screenings and if so, how many screenings did you attend? ","19.1) Akaseera katona akayise, filimu mukaga ezobwerere/ezitali zakusasulira (Pirates of the Caribbean, Slumdog Millionaire, Spy, Fast and Furious, Creed, Oz The Great And Powerful) zalagibwa mu kibanda mu centre yamwe. Wawulirako endaga ezo era bwekiba nti yye, ndaga meka zewalaba?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q18_3,other_attend_q17_2,19.2) Did your friends or family attend any of the screenings? ,19.2) Mikwaano gyo oba aboluganda lwo balina endaga zino zebalimu?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
audio audit,audio_sec19,Audio_section19,Audio_section19,,,,,p=100; s=note_sec19; d=note_sec19_2,,,${audio_consent}=1 and (${films_q17_1}=6 or ((${films_q17_1}=5 or ${films_q17_1}=4 or ${films_q17_1}=3 or ${films_q17_1}=2 or ${films_q17_1}=1)) or (${films_q17_1}=7 or ((${other_attend_q17_2}=1 or ${other_attend_q17_2}=2 or ${other_attend_q17_2}=3) and ${films_q17_1}=8))),,,,,,,,,,,,
note,note_sec19,ENUMERATOR: Beginning of the recording,ENUMERATOR: Beginning of the recording,,,,,,,,${audio_consent}=1 and (${films_q17_1}=6 or ((${films_q17_1}=5 or ${films_q17_1}=4 or ${films_q17_1}=3 or ${films_q17_1}=2 or ${films_q17_1}=1)) or (${films_q17_1}=7 or ((${other_attend_q17_2}=1 or ${other_attend_q17_2}=2 or ${other_attend_q17_2}=3) and ${films_q17_1}=8))),,,,,,,,,,,,
select_multiple q18_2,content_q17_1b,19.3) What do you recall about the content of the screenings?,19.3) Ki kyojjukila kubyali mubyalagibwa?,ENUMERATOR: Do not read out the options. Check all that apply.,ENUMERATOR: Do not read out the options. Check all that apply.,,,,,,${films_q17_1}=6 or ${films_q17_1}=5 or ${films_q17_1}=4 or ${films_q17_1}=3 or ${films_q17_1}=2 or ${films_q17_1}=1,yes,,"Sorry, this response is required.",,,,,,,,,
note,q19_3err,"ENUMERATOR: Sorry you can not select "Does not recall" and anything else.""NUMERATOR: Sorry you can not select","ENUMERATOR: Sorry you can not select "Does not recall" and anything else.""NUMERATOR: Sorry you can not select",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${content_q17_1b}, '4')) and count-selected(${content_q17_1b}) >1",yes,,,,,,,,,,,
text,content_q17_1b_oth,"Other, specify","Other, specify",,,,,,,,"selected(${content_q17_1b}, '6')",yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q19_4_1,hear_q19_4,19.4) What did you hear about the content of the screenings?,19.4) Kiki kyewawulira kwebyo ebyalimu?,ENUMERATOR: Do not read out the options. Check all that apply.,ENUMERATOR: Do not read out the options. Check all that apply.,,,,,,${films_q17_1}=7 or ((${other_attend_q17_2}=1 or ${other_attend_q17_2}=2 or ${other_attend_q17_2}=3) and ${films_q17_1}=8),yes,,"Sorry, this response is required.",,,,,,,,,
note,q19_4err,"ENUMERATOR: Sorry you can not select "Does not recall" and anything else.""NUMERATOR: Sorry you can not select","ENUMERATOR: Sorry you can not select "Does not recall" and anything else.""NUMERATOR: Sorry you can not select",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${hear_q19_4}, '4')) and count-selected(${hear_q19_4}) >1",yes,,,,,,,,,,,
text,hear_q19_4_oth,"Other, specify","Other, specify",,,,,,,,"selected(${hear_q19_4}, '6')",yes,,"Sorry, this response is required.",,,,,,,,,
note,note_sec19_2,ENUMERATOR: End of the recording,ENUMERATOR: End of the recording,,,,,,,,${audio_consent}=1 and (${films_q17_1}=6 or ((${films_q17_1}=5 or ${films_q17_1}=4 or ${films_q17_1}=3 or ${films_q17_1}=2 or ${films_q17_1}=1)) or (${films_q17_1}=7 or ((${other_attend_q17_2}=1 or ${other_attend_q17_2}=2 or ${other_attend_q17_2}=3) and ${films_q17_1}=8))),,,,,,,,,,,,
end group,section_19,,,,,,,,,,,,,,,,,,,,,,
begin group,section_20,,,,,,,,,,,,,,,,,,,,,,
calculate_here,time_20,,,,,"once(format-date-time(now(), '%Y-%b-%e %H:%M:%S'))",,,,,,,,,,,,,,,,,
select_one yesno,person_q18_1,"20.1) OBSERVE: Apart from the respondent, was there any other person present during the interview? ","20.1) OBSERVE: Apart from the respondent, was there any other person present during the interview? ",ENUMERATOR: Do not ask.,ENUMERATOR: Do not ask.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_multiple q19_2,relationship_person_q18_2,20.2) ENUMERATOR: What is the relationship of the person(s) to the respondent? (Indicate all that apply),20.2) ENUMERATOR: What is the relationship of the person(s) to the respondent? (Indicate all that apply),ENUMERATOR: Ask the respondent only if you cannot answer by yourself.,ENUMERATOR: Ask the respondent only if you cannot answer by yourself.,,,,,,${person_q18_1}=1,yes,,"Sorry, this response is required.",,,,,,,,,
text,q18_2_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,"selected(${relationship_person_q18_2}, '8')",yes,,"Sorry, this response is required.",,,,,,,,,
note,q18_2berr,"ENUMERATOR: Sorry you can not select "None", "Don’t know" or "Refuse to answer" and anything else.""NUMERATOR: Sorry you can not select "None", "Don’t know" or ""UMERATOR: Sorry you can","ENUMERATOR: Sorry you can not select "None", "Don’t know" or "Refuse to answer" and anything else.""NUMERATOR: Sorry you can not select "None", "Don’t know" or ""UMERATOR: Sorry you can",ENUMERATOR: Go back and change your selection.,ENUMERATOR: Go back and change your selection.,,,,,,"(selected(${relationship_person_q18_2}, '888') or selected(${relationship_person_q18_2}, '999')) and count-selected(${relationship_person_q18_2}) >1",yes,,,,,,,,,,,
begin group,gr20_3,,,,,,,field-list,,,,,,,,,,,,,,,
note,note18,Thank you very much for your time. We have now come to the end of the interview. All answers that you gave during this interview will be confidential. ,Neyanziza nyo olwobudde bwo.Kakano tukomekereza ebibuzo.Byona byozemu mu kubuzibwa kuno bigya kusigala nga byakyama.,,,,,,,,,,,,,,,,,,,,
select_one yesno,followup_q18_3,20.3) Would you be willing to participate in a follow-up survey that we may conduct in the future?,20.3) Onokiliza okwetaba mu musomo ogunagobelera guno gwetuyinza okukola mu biseera ebigya?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr20_3,,,,,,,,,,,,,,,,,,,,,,
note,note20,"If you have any questions that you would like to ask, please feel free to do so now. Goodbye!","Bwoba olina ekibuzo kyona kyoyagala okubuza, nsaba obeere wadembe okukikola kati. Bayi!",,,,,,,,,,,,,,,,,,,,
select_one q19_4,observe_conditions_q18_4,"20.4) OBSERVE: Please observe; judging from what you see in the respondent’s household, how would you rate his or her living conditions compared to those of others in the village?","20.4) OBSERVE: Please observe; judging from what you see in the respondent’s household, how would you rate his or her living conditions compared to those of others in the village?",ENUMERATOR: Do not ask.,ENUMERATOR: Do not ask.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
note,note20_2,ENUMERATOR: Please give the compensation to the respondent.,ENUMERATOR: Please give the compensation to the respondent.,,,,,,,,,,,,,,,,,,,,
end group,section_20,,,,,,,,,,,,,,,,,,,,,,
begin group,section_21,,,,,,,,,,,,,,,,,,,,,,
note,note21,ENUMERATOR: Please indicate the respondent's tracking information (copy them from the tracking sheet).,ENUMERATOR: Please indicate the respondent's tracking information (copy them from the tracking sheet).,,,,,,,,,,,,,,,,,,,,
text,resp_name,Respondent's name,Respondent's name,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,resp_phone1,Respondent's phone number 1,Respondent's phone number 1,,,,,numbers,string-length(.) =10 or . =999,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,resp_phone2,Respondent's phone number 2,Respondent's phone number 2,ENUMERATOR: Indicate the second/alternative phone number or put 999.,ENUMERATOR: Indicate the second/alternative phone number or put 999.,,,numbers,string-length(.) =10 or . =999,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,head_name,Household head's name,Household head's name,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one survey_lang,survey_language,ENUMERATOR: In which language has the survey been conducted?,ENUMERATOR: In which language has the survey been conducted?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,survey_language_oth,"Other, specify","Other, specify",,,,,,,,${survey_language}=5,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_21,,,,,,,,,,,,,,,,,,,,,,
text,comments,ENUMERATOR: Do you have any comments?,ENUMERATOR: Do you have any comments?,"ENUMERATOR: If you don't have comments, leave it blank.","ENUMERATOR: If you don't have comments, leave it blank.",,,,,,,,,,,,,,,,,,
geopoint,gps_q18_5,20.5) OBSERVE: Please record the GPS coordinate of the household.,20.5) OBSERVE: Please record the GPS coordinate of the household.,ENUMERATOR: Do not ask.,ENUMERATOR: Do not ask.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,consented,,,,,,,,,,,,,,,,,,,,,,
