type,name,label:english,label:luganda,hint,hint:luganda,calculation,repeat_count,appearance,constraint,constraint message,relevance,required,choice_filter,required message,read only,media:image,media:audio,media:video,default,disabled,note,response_note,publishable
select_one q11_1,mob_violence_plausibility,11.1) Imagine a situation in which a ${accused} ${stranger} ${observed} ${offense} a ${victim} ${victim_stranger}. ${instigator} gathers a group of people ${location} and they ${beat_kill} the ${guilt}. How likely is it that such a situation could occur in your community? [READ OUT],11.1) Fumitiriza embera nga ${accused_lug} ${stranger_lug} ${observed_lug} ${offense_lug} ku ${victim_lug} ${victim_stranger_lug}. ${instigator_lug} akunganya ekibinjja ky'abantu ${location_lug} ${beat_kill_lug} ${guilt_lug}. Kisoboka kyenkanawa nti embera eno esobola okubawo mu kitundu kyo? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
calculate,police_action_ran,,,,,once(random()),,,,,,,,,,,,,,,,,
calculate,police_action,,,,,"if(${police_action_ran}>.5,'but not do anything to punish ','and arrest ')",,,,,,,,,,,,,,,,,
calculate,police_action_lug,,,,,"if(${police_action_ran}>.5,'naye netakola kintu kyona okubonereza ','ne kwata ')",,,,,,,,,,,,,,,,,
calculate,beat_kill2_ran,,,,,once(random()),,,,,,,,,,,,,,,,,
calculate,beat_kill2,,,,,"if(${beat_kill_ran}>.5,'beat ','kill ')",,,,,,,,,,,,,,,,,
calculate,beat_kill2_lug,,,,,"if(${beat_kill_ran}>.5,'abakuuba ','abatta eyali avunanibwa')",,,,,,,,,,,,,,,,,
select_one q11_7,police_intervention_plausibility,11.2) Suppose such an incident did happen in your village. How likely is it that the police would hear of the event ${police_action} the people who ${beat_kill2} the ${guilt}? ,"11.2) Fumitiriza embera eyo ebadewo mukyalo kyo, kisoboka kyenkana ki polisi okuwulira ku nsonga eno ${police_action_lug} abantu ${beat_kill2_lug} ${guilt_lug}? ",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
calculate,randomdraw11,,,,,once(random()),,,,,,,,,,,,,,,,,
begin group,govt,,,,,,,,,,${randomdraw11} <=0.6,,,,,,,,,,,,
note,note_11,Now we would like to ask you about things the government does or does not provide to your village. ,Kati twagala kukubuza kubintu gavumenti byekooze oba bwetakoolede ekyaalo kyo,,,,,,,,,,,,,,,,,,,,
select_one yesno,schools_q11_3,11.3) Has the government built/run any schools near your village?,11.3) Gavumenti erina amasomeero g'ezimbye oba gedukanya ku kyalo kyo oba kumpi n'ekyalo kyo?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_5,schools_satisf_q11_3b,11.3b) How satisfied are you with the quality of the government school(s) near your village? [READ OUT],11.3b) Olimumativu kyenkana ki n'omutindo gw'amasomero ga gavumenti kumpi n'ekyalo kyo? [READ OUT],,,,,,,,${schools_q11_3}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,electricity_q11_4,11.4) Has the government brought electricity to your village?,11.4) Gavumenti yaleeta amasanyalaze ku kyalo kyo?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_5,electricity_satisf_q11_4b,11.4b) How satisfied are you with the quality of the electricity the government supplies in your village? [READ OUT],11.4b) Olimumativu kyenkana ki n'omutindo gw'amasanyalaze gavumenti ge gaba ku kyalo kyo? [READ OUT],,,,,,,,${electricity_q11_4}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,roads_q11_5,11.5) Does the government maintain the roads around your village?,11.5) Gavumenti edabiriza engudo ezeetoolode ekyalo kyo?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_5,roads_satisf_q11_5b,11.5b) How satisfied are you with the way the government maintains the roads around your village? [READ OUT],11.5b) Olimumativu kyenkana ki n'engeri gavumenti gye dabilizamu engudo ez'etolola ekyalo kyo? [READ OUT],,,,,,,,${roads_q11_5}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,water_q11_6,11.6) Has the government provided access to clean drinking water in your village? ,11.6) Gavumenti yasawo amaazi amayonjo ag'okunwa ku kyalo kyo?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_5,water_satisf_q11_6b,11.6b) How satisfied are you with the quality of the drinking water supplied by the government in your village? [READ OUT],11.6b) Olimumativu kyenkana ki n'omutindo gw'amaazi g'okunwa agatekebwawo gavumenti ku kyalo kyo? [READ OUT],,,,,,,,${water_q11_6}=1,yes,,"Sorry, this response is required.",,,,,,,,,
select_one yesno,police_post_q11_7,11.7) Is there a police post in your village?,11.7) Mulina poliisi ku kyalo kyamwe?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_6,police_freq_q11_7b,11.7b) How often the police are seen in the village either on patrol or enforcing the law in some way? [READ OUT],11.7b) Ddi na Ddi lwolaba poliisi ku kyalo nga ekola okulawuna oba nga ekwasaganya ebya'mateeka? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_7,police_bribery_q11_8,"11.8) If you went to the police, how likely do you think it is that they would ask for something in exchange for helping you, e.g. money, cell phone credit, food or fuel? [READ OUT]","11.8) Bwogenda ku police, kyenkana ki nti bajja kukusaaba yo ekintu nga empeera y'okuyamba, nga sente, airtime, emeere oba amafutta? [READ OUT]",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
begin group,gr11_9,,,,,,,field-list,,,,,,,,,,,,,,,
note,note11_9,11.9) How long does it take to walk to the next police post from your village? ,11.9) Kitwala budde bwenkana ki okutambula okutuuka ku police edaako okuva ku kyalo kyo?,,,,,,,,,,,,,,,,,,,,
select_one q11_9_2,q11_9units,Indicate the unit,Indicate the unit,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
decimal,q11_9number,Indicate the number,Indicate the number,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr11_9,,,,,,,,,,,,,,,,,,,,,,
begin group,gr11_10,,,,,,,field-list,,,,,,,,,,,,,,,
note,note11_10,11.10) How long does it take to walk to the next police station from your village? ,11.10) Kitwala budde bwenkana ki okutambula okuva wano okutuka ku police enkulu eyomukitundu?,,,,,,,,,,,,,,,,,,,,
select_one q11_9_2,q11_10units,Indicate the unit,Indicate the unit,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
decimal,q11_10number,Indicate the number,Indicate the number,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr11_10,,,,,,,,,,,,,,,,,,,,,,
select_multiple q11_8,lc1_functions_q11_11,11.11) What does the LC1 chairperson in your village do? Select all that apply. [READ OUT],11.11) Chairman LC1 w'ekyaalo kyo akolaki? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,govt,,,,,,,,,,,,,,,,,,,,,,
end group,section_11,,,,,,,,,,,,,,,,,,,,,,
begin group,section_12,,,,,,,,,,,,,,,,,,,,,,
select_one q11_9,widow_q12_1,"12.1) Suppose a widow from your village is selling soap in the market in order to raise enough money to send her son to school. One day, when she is about to close up for the day, a young man on a boda from a different village rides past and grabs her money, stealing all the money that she made during the day. Observing the incident, scome men from your village manage to push the driver of his bike. One friend turns to you and says “We should call the police, this man could be hurt”. The other friend says “The police won’t do anything, we should punish him now.” Which friend would you agree with? [READ OUT]","12.1) Fumitiriza namwandu ku kyalo atunda sabuni mukatale okusobola okufuna sente z'ebisale by'esomero bya mutabani we. Olunaku lumu nga anatera okunyuka omusajja wa boda okuva mu kyaalo ekilala avuga okumuyitako amusikako essente zona zakoze mulunaku. Okulaba ekibadewo abaami okuva ku kyaalo kyo basobola okumusindika okumujja ku bodaboda ye. Omu ku bakwanobo agamba “tuyitte police, ono omusajja alinga akosedwa”. Omulala agamba “police telina kyekola, tumuboneleze katti.” Mukwano ki gwokiliziganya naye? [READ OUT]",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_10,beat_man_q12_1b,12.1b) Should the men beat the thief to death or should they just rough him up? ,12.1b) Abasajja bakube omubbi okumutta oba bamubonelezemu ko ekisanidde?,,,,,,,,${widow_q12_1}=2,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_11,rights_accused_q12_2,"12.2) What about situations in which you cannot be sure whether the accused actually committed a crime? Some people say that it is better to punish the accused there and then even if you are not certain of their guilt, because otherwise they might get away with it. Others say that you should get all of the facts before deciding whether to punish someone even if it means that guilty people will sometimes escape punishment. Which view comes closest to your own? [READ OUT]",12.2) Ate mumbera nga tosobola kumanyira daala  oba gwebavunana omusango yagukoze? Abantu abaamu bagamba nti kisingako okubonereza avunanibwa awo wenyini nebwekiba nti tewekakasa oba y'omusobya kubanga ayinza okusimatuka. Abalala bagamba nti olina okusoka okufuna obukakafu obumala nga tonaba kusalawo kuboneleza muntu nebwekiba kitegeza nti omusobya ebisera ebimu asimatuka ekibonerezo. Kiliwa ekili okumpi nendowozayo? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
calculate,robbery_ran,,,,,once(random()),,,,,,,,,,,,,,,,,
calculate,robbery,,,,,"if(${accused_ran}>.5,'knifepoint','gunpoint')",,,,,,,,,,,,,,,,,
calculate,robbery_lug,,,,,"if(${accused_ran}>.5,'kiso ', 'mudumo gw emundu ')",,,,,,,,,,,,,,,,,
calculate,years_ran,,,,,once(random()),,,,,,,,,,,,,,,,,
calculate,years,,,,,"if(${years_ran}<.33 ,'1 year', if(${forum_ran}>=.33 and ${forum_ran}<.66  ,' 5 years', '10 years'))",,,,,,,,,,,,,,,,,
calculate,years_lug,,,,,"if(${years_ran}<.33 ,'Omwaka gumu ', if(${forum_ran}>=.33 and ${forum_ran}<.66  ,'emyaka etano ', 'emyaka kumi '))",,,,,,,,,,,,,,,,,
select_one q11_12,punishment_taste_q12_3,"12.3) Imagine you’ve been robbed at ${robbery} and you report the robbery to the police. They arrest the robber, and he will be kept in prison for ${years}. Is that a severe enough punishment, or should he have been punished more?","12.3) Fumitiriza nga obidwa ku ${robbery_lug} era nowaaba omusango ku police, bakwata omubbi era ajja kukumibwa mu komela okumala ${years_lug}. Ekyo ekibonelezo kimumala oba yandibadde abonelezebwa ekisangawo?",,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_12,,,,,,,,,,,,,,,,,,,,,,
begin group,section_13,,,,,,,,,,,,,,,,,,,,,,
select_one q11_3,gov_resp_q11_2,13.1) Which of the following statements comes closest to your view? [READ OUT],13.1) Eliwa ku zino emboozi ejja okumpi nendowooza yo? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_2,community_state_q13_2,13.2) Suppose the teacher in the public school in your village has not been coming to class because the money to pay his salary was misspent by the administration. Some people think the community should solve the problem by holding a fundraiser to pay the teacher’s salary. Other think that the community should come together to putt  pressure on those who are responsible for paying the teacher to pressure them to allocate more funds. Which comes closest to your view? [READ OUT],13.2) Fumitiriza omusomesa ku somero lya gavumenti ku kyalo kyo abadde tajja mukibina olwokuba nti sente ezirina okumusasula omusaala zakozesebwa ebilala. Abantu abamu baloowoza nti ekyalo kilina okugonjola ekizibu kino nga kiyita munkola y’okusoloza sente okusasula omusala gw'omusomesa. Abalala balowoza nti ekyalo kilina okwatira wamu mukuteka amanyi ku aboo abalina okusasula abasomesa bongele ensimbi. Kiliwa ekili okumpi nendowozayo? [READ OUT],,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q11_4_2,gov_spend_q11_3,"13.3) Suppose that the government has more money to spend on rural areas such as this one due to economic growth.  I will read you four areas that the government is considering spending on: of those four, which one would you most like to see the government spend on? [READ OUT]",13.3) Fumitiriza nti gavumeenti erina sente nyingi ezokusasanya ku byalo nga kino kulwebyenfuna ne'nkulakulana. Ngenda kukusomera ebitundu bina gavumenti byesubira okusasanyako. Kwebyo ebina kiriwa kyewandiyagade okulaba gavumenti nga esasanyako?  [READ OUT],"ENUMERATOR: If the respondent says ""None"", try to push her to choose one.","ENUMERATOR: If the respondent says ""None"", try to push her to choose one.",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
begin group,gr13_4,,,,,,,field-list,,,,,,,,,,,,,,,
note,note13_4,"13.4) Next, we would like to know how warmly you feel about different groups in society. For each of these groups, please tell us if your feelings towards the group are very warm, rather warm, indifferent, rather cold or cold","13.4) Kati twagala okumanya engeri gy'owulira eri ebika byabantu ebyenjawulo mu kitundu. Buli ku kika kyabantu, nsaaba otubulire oba oli mwaniriza nyo, mwaniriza mu, tolina ludda, toli mwaniriza mu, toli mwaniriza ddala?",,,,,,,,,,,,,,,,,,,,
select_one q13_4,nurses_q13_4,a) Nurses who work in rural clinics,a) Abasawo abokola mu malwaliro g’omubyalo,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr13_4,,,,,,,,,,,,,,,,,,,,,,
select_one q13_4,white_q13_4,b) White people,b) Abazungu,"13.4) Next, we would like to know how warmly you feel about different groups in society. For each of these groups, please tell us if your feelings towards the group are very warm, rather warm, indifferent, rather cold or cold","13.4) Kati twagala okumanya ngeri gyowulira eri ebika byabantu ebyenjawulo mu kitundu. Buli ku kika kyabantu, nsaaba otubulire ngeri gyowulira eli bantu bano;",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q13_4,chinese_q13_4,c) Chinese people,c) Abakyayina,"13.4) Next, we would like to know how warmly you feel about different groups in society. For each of these groups, please tell us if your feelings towards the group are very warm, rather warm, indifferent, rather cold or cold","13.4) Kati twagala okumanya ngeri gyowulira eri ebika byabantu ebyenjawulo mu kitundu. Buli ku kika kyabantu, nsaaba otubulire ngeri gyowulira eli bantu bano;",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q13_4,study_abroad_q13_4,d) Ugandans who went abroad to study or work,d) Abanauganda abaliko e'bweru (Kulwokusoma oba okukola),"13.4) Next, we would like to know how warmly you feel about different groups in society. For each of these groups, please tell us if your feelings towards the group are very warm, rather warm, indifferent, rather cold or cold","13.4) Kati twagala okumanya ngeri gyowulira eri ebika byabantu ebyenjawulo mu kitundu. Buli ku kika kyabantu, nsaaba otubulire ngeri gyowulira eli bantu bano;",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q13_4,oth_religion_q13_4,e) Ugandans from another religion than yours,e) Abanauganda b'amadiini amalala,"13.4) Next, we would like to know how warmly you feel about different groups in society. For each of these groups, please tell us if your feelings towards the group are very warm, rather warm, indifferent, rather cold or cold","13.4) Kati twagala okumanya ngeri gyowulira eri ebika byabantu ebyenjawulo mu kitundu. Buli ku kika kyabantu, nsaaba otubulire ngeri gyowulira eli bantu bano;",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q13_4,refugees_q13_4,f) Refugees who come to Uganda from other countries,f) Abanonya obubudamu okuva mu nsi endala,"13.4) Next, we would like to know how warmly you feel about different groups in society. For each of these groups, please tell us if your feelings towards the group are very warm, rather warm, indifferent, rather cold or cold","13.4) Kati twagala okumanya ngeri gyowulira eri ebika byabantu ebyenjawulo mu kitundu. Buli ku kika kyabantu, nsaaba otubulire ngeri gyowulira eli bantu bano;",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q2_25,tribe_q2_25,13.5) To which tribe do you belong?,13.5) Oliwagwanga ki?,,,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
text,q2_25_oth,"Other, specify","Ekilala, nyonyola",,,,,,,,${tribe_q2_25}=33,yes,,"Sorry, this response is required.",,,,,,,,,
calculate_here,tribe1,,,,,"jr:choice-name(${tribe_q2_25}, '${tribe_q2_25}')",,,,,${tribe_q2_25} !=31 and ${tribe_q2_25} !=32 and ${tribe_q2_25} !=33 and ${tribe_q2_25} !=888 and ${tribe_q2_25} !=999,,,,,,,,,,,,
select_one q2_25_2,uga_q2_22,"13.6) Which feels more important to you between being a Ugandan and being a ${tribe1}?
Which of the following statements best expresses your feelings? [READ OUT]",13.6) Kiliwa ekisinga okuba ekyamakulu jooli wakati wokubeera munna'uganda no'kubeera o' ${tribe1}? Eliwa ku'zino sitatimenti esinga okujjayo kyowulira? [READ OUT],,,,,,,,${tribe_q2_25} !=31 and ${tribe_q2_25} !=32 and ${tribe_q2_25} !=33 and ${tribe_q2_25} !=888 and ${tribe_q2_25} !=999,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q2_25_3,uga_q2_22b,"13.6) Which feels more important to you between being a Ugandan  and being a ${q2_25_oth}?
Which of the following statements best expresses your feelings? [READ OUT]",13.6) Kiliwa ekisinga okuba ekyamakulu jooli wakati wokubeera munna'uganda no'kubeera o' ${tribe1}? Eliwa ku'zino sitatimenti esinga okujjayo kyowulira? [READ OUT],,,,,,,,${tribe_q2_25}=33,yes,,"Sorry, this response is required.",,,,,,,,,
end group,section_13,,,,,,,,,,,,,,,,,,,,,,
begin group,section_14,,,,,,,,,,,,,,,,,,,,,,
note,note12,"In the next section, I will continue to ask you questions about your personal views on different issues. There is no right or wrong answer to these questions – We are simply interested in your opinion. Anything you say will be kept strictly confidential.","Mu kitundu ekiddako, nja kwongera okukubuuza ebibuuzo ebikwata ku ndowoozazo ng'omuntu ku nsonga ezenjawulo. Tewali kyakuddamu kituufu oba kikyamu ku bibuuzo bino, twagala bwagazi kufuna ndowooza yo. Kyonna kyonayogera kijja kukumibwa nga kyakyama.",,,,,,,,,,,,,,,,,,,,
begin group,gr12_1,,,,,,,field-list,,,,,,,,,,,,,,,
note,note12_2,Suppose that a girl in your neighborhood has had a deliberate abortion. She has been ostracized from the community and people seem to have turned their backs on her.,"Fumitiriza omuwala ku mulilwano gwo ajjemu olubuto. Aboleedwa mu bantu mwabeera, nabantu balabika bamuvuddemu.",,,,,,,,,,,,,,,,,,,,
select_one q13_1,involved_q12_1,"14.1) In this situation, two of your friends make the following two statements. Which friend would you agree with? [READ OUT]","14.1) Mumbeera eno, babiri ku mikwano gyo bakola sitetimenti zino. Mukwanogwo ki gwewandikiriziganyiza naye?",Suppose that a girl in your neighborhood has had a deliberate abortion. She has been ostracized from the community and people seem to have turned their backs on her.,"Fumitiriza omuwala oli ku mulilwano gwo ajjemu olubuto. Aboleedwa mu bantu mwabeera, nabantu balabika bamuvuddemu.",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr12_1,,,,,,,,,,,,,,,,,,,,,,
select_one q13_2,involved_comm_q12_2,14.2) What do you think most others in your community think about this issue? [READ OUT],14.2) Olowooza abantu abasinga abalala mukitundu kyo balowooza ki kunsonga eno? [READ OUT],Suppose that a girl in your neighborhood has had a deliberate abortion. She has been ostracized from the community and people seem to have turned their backs on her.,"Fumitiriza omuwala oli ku mulilwano gwo ajjemu olubuto. Aboleedwa mu bantu mwabeera, nabantu balabika bamuvuddemu.",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
calculate,randomdraw7,,,,,once(random()),,,,,,,,,,,,,,,,,
note,note12_4,Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,,,,,,,,,,,,,,,
begin group,gr12.4version1,,,,,,,,,,${randomdraw7}<=0.5,,,,,,,,,,,,
select_one q12_4a_vers1,niece_q12_4a_1,14.3a) Suppose there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.3a) Fumitiriza waliwo byosobola okukola byamirundi ebiri gyokka. Kiliwa kyewandilozewo? [READ OUT],Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,${lc1_naba_vht_q2_11} != 5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_4a_2_vers1,niece_q12_4a_1_2,14.3a) Suppose there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.3a) Fumitiriza waliwo byosobola okukola byamirundi ebiri gyokka. Kiliwa kyewandilozewo? [READ OUT],Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,${lc1_naba_vht_q2_11}=5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_4b_vers1,niece_q12_4b_1,14.3b) Suppose instead that these were the two actions you could take. Which one would you prefer to take? [READ OUT],14.3b) Fumitiriza nti ate waliwo byosobola okukola byamirindi ebiri . Kiliwa kyewandilozewo? [READ OUT],Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr12.4version1,,,,,,,,,,,,,,,,,,,,,,
begin group,gr12.4version2,,,,,,,,,,${randomdraw7}>0.5,,,,,,,,,,,,
select_one q12_4a_vers2,niece_q12_4a_2,14.3a) Suppose there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.3a) Fumitiriza waliwo byosobola okukola byamirindi ebiri gyokka. Kiliwa kyewandilozewo? [READ OUT],Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,${lc1_naba_vht_q2_11} != 5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_4a_2_vers2,niece_q12_4a_2_2,14.3a) Suppose there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.3a) Fumitiriza waliwo byosobola okukola byamirindi ebiri gyokka. Kiliwa kyewandilozewo? [READ OUT],Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,${lc1_naba_vht_q2_11}=5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_4b_vers2,niece_q12_4b_2,14.3b) Suppose instead that these were the two actions you could take. Which one would you prefer to take? [READ OUT],14.3b) Fumitiriza nti ate waliwo byosobola okukola byamirindi ebiri . Kiliwa kyewandilozewo? [READ OUT],Imagine that a niece from another village is staying with you in order to attend school. And imagine you come home and find her sick. She confides to you that she had a deliberate abortion and is scared about what will happen if others find out. ,Kuba akafananyi nti omwana wa mwanyoko omuwala okuva mukyalo ekilala abeera naawe okusobola okusoma. Era kuba akafananyi ojja ewaka n'omusanga nga mulwadde. Akwesiga nakubulira nti yagyemu olubuto ate ng'atya ekinaddilira singa abalala bakizuula.,,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr12.4version2,,,,,,,,,,,,,,,,,,,,,,
calculate,randomdraw8,,,,,once(random()),,,,,,,,,,,,,,,,,
note,note12_5,A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,,,,,,,,,,,,,,,
begin group,gr12.5version1,,,,,,,,,,${randomdraw8} <=0.5,,,,,,,,,,,,
select_one q12_5a_vers1,eight_children_q12_5a_1,14.4a) Suppose again that there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.4a) Fumitiriza era nga waliwo byosobla okukola bya mirundi ebiri. Bambi tubulire kiliwa kyewandilozeeko. [READ OUT],A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,${lc1_naba_vht_q2_11} != 5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_5a_2_vers1,eight_children_q12_5a_1_2,14.4a) Suppose again that there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.4a) Fumitiriza era nga waliwo byosobla okukola bya mirundi ebiri. Bambi tubulire kiliwa kyewandilozeeko. [READ OUT],A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,${lc1_naba_vht_q2_11}=5,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_5b_vers1,eight_children_q12_5b_1,14.4b) Suppose instead that these were the two actions you could take. Which one would you prefer to take? [READ OUT],14.4b) Fumitiriza nti ate waliwo byosobola okukola byamirundi ebiri . Kiliwa kyewandilonzeko? [READ OUT],A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,,yes,,"Sorry, this response is required.",,,,,,,,,
end group,gr12.5version1,,,,,,,,,,,,,,,,,,,,,,
begin group,gr12.5version2,,,,,,,,,,${randomdraw8} > 0.5,,,,,,,,,,,,
select_one q12_5a_vers2,eight_children_q12_5a_2,14.4a) Suppose again that there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.4a) Fumitiriza era nga waliwo byosobla okukola bya mirundi ebiri. Bambi tubulire kiliwa kyewandilozeeko. [READ OUT],A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,${lc1_naba_vht_q2_11} != 3,yes,,"Sorry, this response is required.",,,,,,,,,
select_one q12_5a_2_vers2,eight_children_q12_5a_2_2,14.4a) Suppose again that there are only two actions that you can take. Please tell us which one you would prefer to take. [READ OUT],14.4a) Fumitiriza era nga waliwo byosobla okukola bya mirundi ebiri. Bambi tubulire kiliwa kyewandilozeeko. [READ OUT],A woman from your village who has eight children tells you that she has terminated her recent pregnancy by eating roots. She feels very guilty and upset. ,"Omukazi okuva mu kyalo kyo alina abaana munaana akugamba nti ajjemu olubuto nga alya mirandila, awulira kimulumiriza era mwelarikirivu",,,,,,${lc1_naba_vht_q2_11}=3,yes,,"Sorry, this response is required.",,,,,,,,,
